id_pelicula,popularity,release_date,revenue,runtime,title,vote_average,vote_count,tags
7484,11.744242,2006-09-29,197309027.0,83.0,Open Season,6.1,676.0,Adventure Animation Family English SonyPicturesAnimation MartinLawrence AshtonKutcher GarySinise DebraMessing BillyConnolly GeorgiaEngel JonFavreau JaneKrakowski GordonTootoosis PatrickWarburton CodyCameron NikaFutterman DannyMann JackMcGee MichelleMurdocca FergalReilly JackieHarris JillCulton RogerAllers AnthonyStacchi
1975,6.768804,2006-10-13,39143839.0,102.0,The Grudge 2,5.3,288.0,Horror Thriller English 日本語 Pусский ColumbiaPicturesCorporation GhostHousePictures VertigoEntertainment SarahMichelleGellar AmberTamblyn EdisonChen ArielleKebbel JenniferBeals TeresaPalmer MisakoUno SarahRoemer MatthewKnight TakakoFuji OhgaTanaka JoannaCassidy ChristopherCousins PaulJarrett JennaDewan EveGordon RyoIshibashi ShaunSipos PaulJarrett GwendaLorenzetti TakashiMatsuyama TakashiShimizu
5890,6.754744,2005-03-12,0.0,108.0,Azumi 2: Death or Love,6.4,45.0,Action 日本語 Português AyaUeto YumaIshigaki ChiakiKuriyama ShunOguri Ken'ichiEndô ReikoTakashima MikijiroHira KaiShishido EugeneNomura TakSakaguchi ShôichirôMasumoto KenjiTakechi AiMaeda ToshieNegishi ShigeruKôyama ShusukeKaneko
14620,5.776666,2006-10-10,0.0,95.0,The Butterfly Effect 2,4.6,255.0,Drama ScienceFiction Thriller English NewLineCinema FilmEngine BenderSpink EricLively EricaDurance DustinMilligan GinaHolden DavidLewis AndrewAirlie ChrisGauthier SusanHogan JRBourne LindsayMaxwell ZoranVukelic JerryWasserman JohnMann VeenaSood TomBulmer BradKelly JohnR.Leonetti
36557,23.065078,2006-11-14,599045960.0,144.0,Casino Royale,7.3,3930.0,Adventure Action Thriller English Français EonProductions StillkingFilms BabelsbergFilm DanielCraig EvaGreen MadsMikkelsen JudiDench JeffreyWright GiancarloGiannini CaterinaMurino SimonAbkarian IsaachDeBankolé JesperChristensen IvanaMiličević TobiasMenzies ClaudioSantamaria SebastienFoucan MalcolmSinclair RichardSammel LudgerPistor JosephMillson DarwinShaw ClemensSchick EmmanuelAvena TomChadbon Ade UrbanoBarberini TsaiChin LazarRistovski VeruschkavonLehndorff CharlieLeviLeroy TomSo AndreasDaniel CarlosLeal ChristinaCole JürgenTarrach JohnGold JerryInzerillo DianeHartford JessicaMiller LeoStransky PaulBhattacharjee CrispinBonham-Carter SimonCox RebeccaGethings PeterNotley JohnChancer PeterBrooke JasonDurran RobertJezek RobertG.Slade FélicitéDuJeu MichaelaOchotská MichaelOffei MakhoudiaDiaw MichaelG.Wilson MartinaDuravolá MarcelaMartincáková VladimirKulhavy ValentineNonyela DusanPelech PhilMeheux AlessandraAmbrosio VeronikaHladikova ReginaGabajová OlutunjiEbun-Cole MartinUcík VlastinaSvátková MiroslavŠimůnek IvanG'Vera JiríLenc JaroslavJankovsky LascoAtkins RichardBranson MartinCampbell TaraCardinal BenCooke NigelPilkington SimonaRoman VictorSobchak ValarieTrapp GregBennett MartinCampbell
9836,15.088318,2006-11-16,384335608.0,108.0,Happy Feet,5.9,1457.0,Animation Comedy English KennedyMillerProductions AnimalLogic ElijahWood RobinWilliams BrittanyMurphy HughJackman NicoleKidman HugoWeaving AnthonyLaPaglia E.G.Daily MagdaSzubanski MiriamMargolyes CarlosAlazraqui LombardoBoyar JeffreyGarcia JohnnyA.Sanchez FatJoe AlyssaShafer CesarFlores DannyMann MarkKlastorin MichaelCornacchia GeorgeMiller
10032,5.985236,2006-12-01,6086508.0,97.0,Van Wilder 2: The Rise of Taj,5.1,162.0,Comedy English Metro-Goldwyn-Mayer(MGM) KalPenn DanielPercival LaurenCohan GlenBarry AnthonyCozens StevenRathman JonathanCecil HollyDavidson RogerHammond KulvinderGhir BethSteel WilliamdeCoverly TomDavey ShobuKapoor TrevorBaxter ChristopherRobbie CorneliaPavlovici RupertFrazer AshlyMargaretRae MortNathan
1246,11.697604,2006-12-20,155721132.0,102.0,Rocky Balboa,6.5,858.0,Drama English Español ColumbiaPictures RevolutionStudios RogueMarble Metro-Goldwyn-Mayer(MGM) SylvesterStallone BurtYoung MiloVentimiglia GeraldineHughes JamesFrancisKellyIII TonyBurton A.J.Benza TaliaShire HenryG.Sanders AntonioTarver PedroLovell AnaGerena AngelaBoyd LouisGiansante MaureenSchilling LahmardJ.Tate SylvesterStallone
14277,0.651714,2006-06-01,0.0,100.0,Loose Change: 2nd Edition,6.3,16.0,Documentary English PolarFilmMedienGmbH DylanAvery
1251,11.649588,2006-12-19,68673228.0,141.0,Letters from Iwo Jima,7.2,553.0,Action Adventure Drama War English 日本語 DreamWorksSKG AmblinEntertainment MalpasoProductions WarnerBros. KenWatanabe KazunariNinomiya TsuyoshiIhara RyoKase ShidouNakamura HiroshiWatanabe EijiroOzaki LucasElliotEberl YukiMatsuzaki HiroAbe SonnySaito SteveSantaSekiyoshi ToshiyaAgata ToshiToda KenKensei IkumaAndo AkikoShima MasashiNagadoi ClintEastwood
5393,13.139893,2006-09-14,38085778.0,75.0,Happily N'Ever After,4.6,108.0,Animation Comedy Family Fantasy ScienceFiction English VanguardFilms Lionsgate Odyssey NitrogenStudiosCanada GeorgeCarlin AndyDick SarahMichelleGellar LisaKaplan MichaelMcShane RobPaulsen FreddiePrinzeJr. WallaceShawn PatrickWarburton SigourneyWeaver JohnDiMaggio TomKenny TressMacNeille JonPolito PhilProctor KathSoucie JillTalley YvetteKaplan PaulBolger GregTiernan
8275,8.152676,2006-12-07,0.0,97.0,American Pie Presents: The Naked Mile,5.3,507.0,Comedy English RoguePictures CapitalArtsEntertainment NeoArt&Logic UniversalStudiosHomeEntertainment ChristopherMcDonald EugeneLevy JohnWhite JessySchram SteveTalley JordanPrentice JakeSiegel MariaRicossa CandaceKroslak MikaWinkler RossThomas AlyssaNicolePallett JessicaBooker MichelleCormier StuartClow StevieLee JoeNussbaum
7516,7.906434,2006-12-09,57103895.0,109.0,Smokin' Aces,6.4,541.0,Action Comedy Crime Thriller English UniversalPictures StudioCanal RelativityMedia ScionFilms WorkingTitleFilms RyanReynolds RayLiotta JosephRuskin AlexRocco WayneNewton JeremyPiven BenAffleck MartinHenderson Common ChristopherMichaelHolley AndyGarcía MikeFalkow JoeDrago JeffHabberstad PeterBerg MatthewFox AliciaKeys TommyFlanagan KevinDurand ChrisPine JoelEdgerton TarajiP.Henson GeorgeFisher NestorCarbonell MaurySterling CurtisArmstrong VladimirKulich DavidProval JasonBateman LornaScott JoeCarnahan
1248,2.159558,2007-02-06,82169884.0,121.0,Hannibal Rising,6.0,666.0,Crime Drama Thriller English Deutsch Pусский IngeniousFilmPartners ETICFilms QuintaCommunications DinoDeLaurentiisCompany ZephyrFilms YoungHannibalProductions CarthagoFilmsS.a.r.l. GaspardUlliel AaranThomas GongLi DominicWest RhysIfans RichardBrake KevinMcKidd StephenWalters IvanMarevich Helena-LiaTachovská RichardLeaf IngeborgaDapkunaite MicheleWade MartinHub JoergStadler HughRoss RobbieKay PeterWebber
14761,2.941626,2006-04-26,163000.0,118.0,Cocaine Cowboys,7.5,56.0,Action Documentary English Rakontur JonRoberts JorgeAyala MickeyMunday ToniMooney NelsonAndreu AlSunshine BillyCorben
1250,11.902354,2007-02-16,228738393.0,114.0,Ghost Rider,5.2,1754.0,Thriller Action Fantasy Horror English ColumbiaPicturesCorporation RelativityMedia MichaelDeLucaProductions MarvelEnterprises CrystalSkyPictures GHOne VengeanceProductionsPty.Ltd. NicolasCage EvaMendes WesBentley DonalLogue SamElliott PeterFonda BrettCullen MattLong RaquelAlessi TonyGhosthawk HughSexton MarcusJones MattNorman LawrenceCameronSteele EddieBaroo JessicaNapier RebelWilson DanielFredericsen MathewWilkinson MarkStevenJohnson
13185,5.230003,2006-03-03,165000.0,89.0,Kidulthood,6.2,61.0,Drama English CipherFilms StealthFilmsLimited TMCFilms AmlAmeen RedMadrell NoelClarke AdamDeacon JaimeWinstone NicholasHoult CornellJohn RafeSpall ChristopherVilliers DavidSchaal MenhajHuda
1271,18.108408,2006-12-09,422610419.0,117.0,300,7.0,5092.0,Action Adventure War English VirtualStudios LegendaryPictures HollywoodGangProductions AtmosphereEntertainmentMM WarnerBros. NimarStudios CruelandUnusualFilms GerardButler LenaHeadey DominicWest DavidWenham VincentRegan MichaelFassbender TomWisdom AndrewTiernan AndrewPleavin RodrigoSantoro GiovaniCimmino TylerNeitzel StephenMcHattie EliSnyder TimConnolly Marie-JulieRivest PeterMensah ArthurHolden MichaelSinelnikoff KellyCraig GregKramer AlexIvanovici TomRack DavidFrancis JamesBradford SebastianSt.Germain JohnDunn-Hill DennisStJohn NeilNapier DylanSmith MaurizioTerrazzano KwasiSongui AlexandraBeaton FrédéricSmith LoucasMinchillo NicholasMinchillo AndrewShaver MarcelJeannin RobinWilcock RobertParadis JereGillis JeremyThibodeau TyroneBenskin RobertMaillet PatrickSabongui DavidSchaap LeonLaderach DaveLapommeray VerviMauricio CharlesPapasoff IsabelleChampeau Veronique-NataleSzalankiewicz MaévaNadon DavidThibodeau JeanMichelParé StewartMyiow AndreanneRoss SaraGiacalone AriadneBourbonnière IsabelleFournel SandrineMerette-Attiow DanielleHubbard ElisabethEtienne RuanVibegaard GenevieveGuilbault BonnieMak AmélieSorel CarolineAspirot GinaGagnon TaniaTrudell StéphanieAubry MercedesLeggett StephaniaGambaroff ChanelleLamothe Sabrina-JasmineGuilbault MannyCortezTuazon AtifY.Siddiqi CamilleRizkallah TrudiHanley NeonCobran GaryA.Hecker DevinDelorme DekeRichards DarrenShahlavi MarcTrottier DuyVoVan AgnieshkaWnorowska ZackSnyder
559,27.614265,2007-05-01,890871626.0,139.0,Spider-Man 3,5.9,3687.0,Fantasy Action Adventure English Français ColumbiaPictures LauraZiskinProductions MarvelEnterprises TobeyMaguire KirstenDunst JamesFranco ThomasHadenChurch TopherGrace BryceDallasHoward RosemaryHarris JamesCromwell J.K.Simmons TheresaRussell DylanBaker BillNunn ElizabethBanks TedRaimi PerlaHaney-Jardine WillemDafoe CliffRobertson ElyaBaskin MageinaTovah MichaelPapajohn JoeManganiello StanLee BruceCampbell ChristopherYoung GrantCurtis DanielGillies JohnPaxton BeckyAnnBaker SteveValentine HalFishman LucyGordon ToniWynne AndreB.Blake TimMaculan MarcVann JoeBays GreggDaniel RogelioT.Ramos TimothyPatrickQuill KathrynBryding JoeVirzi BillE.Rogers MichaelAlexander AprilParker-Jones EdwardPadilla RobertCurtisBrown PaulTerrellClayton CarolynNeff ChristinaCindrich SonyaMaddox Derrick'Phoenix'Thomas JessiCollins MichaelMcLaughlin AnneGartlan EmilioRivera KeithWoulard ReynaldoGallegos JimCoope DeanEdwards MargaretLaney AimeeMiles TanyaBond MarkKubr TonyBesson RamonAdams A.J.Adelman AngelisAlexandris DawnMarieAnderson FrankAnello AnyaAvaeva DavidBackus TiffanyL.Baker MarcC.Cancassi SujeileeCandele MichaelCiesla IrinaCosta JohnCrann CrystalMarieDenha AmyV.Dewhurst PaulEdney NatalieFabry KeithFausnaught AmandaFlorian BriannaLeannFlorian TiffanyAshleyFlorian ShaunPatrickFlynn LoganFry KevinFung TonyGaltieri ChuckGerena BrianHopson ClaudeJay JulieJei AndrewJamesJones NatalieJones ChristopherJude BrittanyKrall AlyssaLakota TiaLatrell LindaLee PierangeliLlinas BernadetteLords SandrineMarlier LauraMcDavid NatalieMcNeil DanielMignault MarthaMillan Michele-NanetteMiller ClaudiaKatzMinnick RobertMyers JosephO'Brien JenOda AnjeliaPelay NickPoltoranin VanessaReseland LaRivers BriaRoberts LuisRosa VanessaRoss BrennaRoth ShadeRupe ArickSalmea EricShackelford DanielShafer AbbeySkinner KristinSomo JenniferSparks ChristopherStadulis JimmyStar ArneStarr LiamStone TajnaTanovic AijaTerauda BrigidTurner EvelynVaccaro NickVlassopoulos SincerelyA.Ward SilqWebster GraigF.Weich FredrickWeiss JenniferWeston TrentonWilley RayWineteer SamRaimi
2269,7.42908,2006-01-01,38862717.0,132.0,Day Watch,6.2,170.0,Fantasy Horror Pусский BazelevsProduction ChannelOneRussia TABBAK KonstantinKhabenskiy MariyaPoroshina VladimirMenshov GalinaTyunina ZhannaFriske ViktorVerzhbitskiy DmitriyMartynov NurzhumanIkhtymbayev AlekseiMaklakov AleksandrSamoylenko YuriyKutsenko IrinaYakovleva GeorgiyDronov NikolayOlyalin ValeriyZolotukhin RimmaMarkova AnnaSlyusareva IgorLifanov MariyaMironova AnnaDubrovskaya SergeyOvchinnikov AntonStepanenko SergeyTrofimov AlekseyChadov TimurBekmambetov
11798,2.514638,2006-09-12,8176544.0,101.0,This Is England,7.4,370.0,Drama Crime English EMMedia UKFilmCouncil ScreenYorkshire BigArtyProductions ThomasTurgoose StephenGraham JoHartley AndrewShim VickyMcClure JosephGilgun PerryBenson AndrewEllis JackO'Connell RosamundHanson KieranHardcastle MichaelSocha GeorgeNewton FrankHarper DanielleWatson ChanelCresswell KrissDosanjh HannahWalters ShaneMeadows
810,14.072479,2007-05-17,798958165.0,93.0,Shrek the Third,6.0,2355.0,Fantasy Adventure Animation Comedy Family English DreamWorksSKG DreamWorksAnimation MikeMyers EddieMurphy CameronDiaz JulieAndrews AntonioBanderas JohnCleese RupertEverett EricIdle AmySedaris JustinTimberlake JohnKrasinski MayaRudolph AmyPoehler SethRogen DavidP.Smith SusanneBlakeslee CodyCameron LarryKing ChristopherKnights IanMcShane CheriOteri RegisPhilbin ConradVernon AronWarner JasperJohannesAndrews GuillaumeAretos KellyAsbury ZacharyJamesBernard AndrewBirch SeanBishop KellyCooney WaltDohrn DanteJamesHauser JordanAlexanderHauser TomKane TomMcGrath ChrisMiller LatifaOuaou AlinaPhelan MarkValley KariWahlgren ChrisMiller RamanHui
285,31.363664,2007-05-19,961000000.0,169.0,Pirates of the Caribbean: At World's End,6.9,4627.0,Adventure Fantasy Action English WaltDisneyPictures JerryBruckheimerFilms SecondMateProductions JohnnyDepp OrlandoBloom KeiraKnightley StellanSkarsgård ChowYun-fat BillNighy GeoffreyRush JackDavenport KevinMcNally TomHollander NaomieHarris JonathanPryce KeithRichards LeeArenberg MackenzieCrook GregEllis DavidBailie MartinKlebba DavidSchofield LaurenMaher VanessaBranch AngusBarnett GilesNew ReggieLee DominicScottKay TakayoFischer DavidMeunier Ho-KwanTse AndyBeckwith PeterDonaldBadalamentiII ChristopherS.Capp KeithRichards HakeemKae-Kazim GhassanMassoud GoreVerbinski
24200,5.052905,2006-09-11,0.0,118.0,Fay Grim,6.7,19.0,Comedy Thriller English A&ARelease ParkerPosey D.J.Mendel LiamAiken MeganGay JasminTabatabai ChuckMontgomery JamesUrbaniak JohnKeogh ClaudiaMichelsen JeffGoldblum LeoFitzpatrick SibelKekilli ThomasJayRyan ElinaLöwensohn SaffronBurrows JefBayonne HalHartley
298,12.16276,2007-06-07,311312624.0,122.0,Ocean's Thirteen,6.5,2040.0,Crime Thriller Español English Français VillageRoadshowPictures SectionEight JerryWeintraubProductions WarnerBros. GeorgeClooney BradPitt MattDamon AlPacino BernieMac AndyGarcía CaseyAffleck ScottCaan CarlReiner DonCheadle ShaoboQin EddieJemison ElliottGould EllenBarkin EddieIzzard VincentCassel BobEinstein CélineDion NancyStelle TimConlon JulianSands DavidPaymer AngelOquendo KariHawker-Diaz AmberHay StevenSoderbergh
9408,11.526339,2007-06-08,149044513.0,85.0,Surf's Up,5.9,616.0,Animation Comedy Family English ColumbiaPictures SonyPicturesAnimation ShiaLaBeouf JeffBridges ZooeyDeschanel JonHeder JamesWoods DiedrichBader MarioCantone KellySlater SalMasekela AshBrannon ChrisBuck BrianPosehn RobMachado DanaBelben ReedBuck AshBrannon ChrisBuck
1991,13.412137,2007-05-21,25037897.0,113.0,Death Proof,6.7,1359.0,Action Thriller English TheWeinsteinCompany DimensionFilms TroublemakerStudios RodriguezInternationalPictures KurtRussell ZoëBell RosarioDawson VanessaFerlito SydneyTamiiaPoitier TracieThoms RoseMcGowan JordanLadd MaryElizabethWinstead QuentinTarantino EliRoth OmarDoom MichaelParks MarleyShelton HelenKim MarcyHarriell MichaelBacall MonicaStaggs TinaRodriguez QuentinTarantino
2698,9.156877,2007-06-09,173000000.0,96.0,Evan Almighty,5.3,1194.0,Fantasy Comedy Family English ColumbiaPictures UniversalPictures SpyglassEntertainment ShadyAcresEntertainment OriginalFilm Playtone RelativityMedia SteveCarell LaurenGraham JohnGoodman JimmyBennett JohnMichaelHiggins MorganFreeman WandaSykes GrahamPhillips JohnnySimmons JonahHill EdHelms DeanNorris JamesNewman MollyShannon LuciaForte HarryS.Murphy DonDowe MaileFlanagan TomShadyac
1858,5.587707,2007-06-27,709709780.0,144.0,Transformers,6.6,4113.0,Adventure ScienceFiction Action Español English ParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes thinkfilm SprocketHeads HasbroStudios RevolutionSunStudios ShiaLaBeouf JoshDuhamel MeganFox RachaelTaylor TyreseGibson JonVoight JohnTurturro AnthonyAnderson PeterCullen MarkRyan HugoWeaving KevinDunn MichaelO'Neill JulieWhite AmauryNolasco BernieMac ColtonHaynes BrianStepanek FredericDoss MichaelBay JohnRobinson OdetteAnnable ZackWard TravisVanWinkle PeterJacobson GlennMorshower ChrisEllis SamanthaSmith RickGomez TomLenk MichellePierce DariusMcCrary RobertFoxworth JessHarnell RenoWilson CharlieAdler TomEverett ScottPeat MichaelBay
675,21.3643,2007-06-28,938212738.0,138.0,Harry Potter and the Order of the Phoenix,7.4,5633.0,Adventure Fantasy Family Mystery English WarnerBros. HeydayFilms DanielRadcliffe RupertGrint EmmaWatson MichaelGambon RalphFiennes TomFelton RobbieColtrane AlanRickman MaggieSmith HelenaBonhamCarter BrendanGleeson GaryOldman JasonIsaacs ImeldaStaunton MatthewLewis BonnieWright JamesPhelps OliverPhelps EvannaLynch RichardGriffiths FionaShaw RobertHardy EmmaThompson JulieWalters DavidThewlis NataliaTena HarryMelling DavidBradley MarkWilliams KatieLeung ChrisRankin DevonMurray AlfieEnoch WarwickDavis JamieWaylett JoshHerdman ShefaliChowdhury AfshanAzad GeraldineSomerville AdrianRawlins KathrynHunter GeorgeHarris PeterCartwright BrigitteMillar SianThomas AppleBrook WilliamMelling JimMcManus NickShirm RyanNelson SamBeazley JohnAtterbury RichardLeaf TimothySpall LaurenShotton NicholasBlane JasonBoyd RichardMacklin ChristopherRithin TonyMaudsley TimothyBateson JessicaHynes MichaelWildman JasonPiper ArbenBajraktaraj PeterBest RichardTrinder RichardCubison TavMacDougall AlecHopkins RobbieJarvis JamesWalters CharlesHughes JamesUtechin JamesPayton LisaWood CliffLanning MilesJupp JamieWolpert DaisyHaggard DavidYates
2503,18.173269,2007-08-03,442824138.0,115.0,The Bourne Ultimatum,7.3,2938.0,Action Drama Mystery Thriller English Français العربية Pусский Español UniversalPictures TheKennedy/MarshallCompany LudlumEntertainment MotionPictureBETAProduktionsgesellschaft BourneAgain MattDamon JuliaStiles DavidStrathairn ScottGlenn PaddyConsidine EdgarRamírez AlbertFinney JoanAllen TomGallop CoreyJohnson DanielBrühl JoeyAnsah ColinStinton DanFredenburgh LucyLiemann BryanReents ArkieReece JohnRoberson RussHuards MarkBazeley SineadO'Keefe ChuckyVenice ScottAdkins BrankoTomovic LaurentiuPossa TrevorSt.John AlbertJones JeffreyLeeGibson UrielEmilPollack OmarHernandez WilliamH.Burns MichaelWildman KaiMartin MichaelAhl DavidBoston GlynisBrooks JamesCiccone SebastianFeldman LuisMottola MarkMottram JamesSchram BrianSmyj PaulThornton JohnWarman ChrisWilson BenYoucef PaulGreengrass
14144,5.414213,2007-08-08,18197398.0,89.0,Daddy Day Camp,4.4,94.0,Comedy Family English RevolutionStudios TriStarPictures CubaGoodingJr. TamalaJones PaulRae LochlynMunro RichardGant TalonG.Ackerman FredSavage
2082,11.607678,2007-08-31,80253908.0,109.0,Halloween,5.9,510.0,Horror English DimensionFilms SpectacleEntertainmentGroup NightfallProductions MalcolmMcDowell BradDourif DaegFaerch TylerMane ScoutTaylor-Compton SheriMoonZombie WilliamForsythe DanielleHarris KristinaKlebe UdoKier DannyTrejo SkylerGisondo TomTowles BillMoseley LeslieEasterbrook RichardLynch LewTemple PatSkipper KenForee SybilDanning MickyDolenz DanielRoebuck SidHaig HannaHall DeeWallace SteveBoyles ClintHoward JennyGreggStewart AdamWeisman SydniePitzer MylaPitzer StellaAltman MaxVanVille NickMennell DarylSabara RichmondArquette RobZombie
1992,10.370384,2007-04-06,0.0,105.0,Planet Terror,6.5,1109.0,Horror Action Thriller English DimensionFilms RoseMcGowan NaveenAndrews MichaelBiehn JeffFahey JoshBrolin MarleyShelton JasonDouglas Fergie CarlosGallardo JulioOscarMechoso MichaelParks FreddyRodríguez RebelRodriguez QuentinTarantino BruceWillis TroyRobinson RobertRodriguez
7737,3.009134,2007-09-20,148412065.0,94.0,Resident Evil: Extinction,6.1,1308.0,Horror Action ScienceFiction English ImpactPictures Davis-Films ConstantinFilmProduktion ResidentEvilProductions MillaJovovich OdedFehr AliLarter IainGlen MikeEpps Ashanti SpencerLocke MatthewMarsden LindenAshby JasonO'Mara JoeHursley JamesTumminia MadelineCarroll ChristopherEgan RussellMulcahy
4520,7.612498,2007-10-12,342835.0,86.0,Sleuth,6.4,154.0,Drama Thriller English SonyPicturesClassics CastleRockEntertainment TimnickFilms MandatePictures RiffRaffFilmProductions MichaelCaine JudeLaw HaroldPinter CarmelO'Sullivan KennethBranagh KennethBranagh
4513,8.764548,2007-10-17,75505973.0,113.0,30 Days of Night,6.2,784.0,Horror Thriller English ColumbiaPictures DarkHorseEntertainment GhostHousePictures HorrorFlix JoshHartnett MelissaGeorge BenFoster DannyHuston MarkBooneJunior CraigHall ChicLittlewood ManuBennett NathanielLees ElizabethHawthorne JoelTobeck KateElliott CamilleKeenan PeterFeeney PuaMagasiva MarkRendall AmberSainsbury MeganFranich JaredTurner KelsonHenderson DaynaPorter JohnWraight KateButler ThomasNewman PatrickKake RachelMaitland-Smith MinWindle JackWalley ElizabethMcRae JoeDekkers-Reihana GrantTilly JohnRawls MelissaBillington JacobTomuri KateO'Rourke BenFransham AndrewStehlin TimMcLachlan JarrodMartin AllanSmith AaronCortesi Abbey-MayWakefield DavidSlade
663,12.233863,2007-10-25,139352633.0,93.0,Saw IV,5.9,938.0,Horror Thriller Crime English LionsGateFilms TwistedPictures TobinBell ScottPatterson CostasMandylor BetsyRussell LyriqBent LouisFerreira AthenaKarkanis SimonReynolds MikeRealba MartyAdams SarainBoylan BillyOtis NiamhWilson JulianRichings JoanneBoland DonnieWahlberg ShawneeSmith AngusMacfadyen DinaMeyer JamesVanPatten EmmanuelleVaugier DarrenLynnBousman
7347,10.759577,2007-10-12,0.0,115.0,Elite Squad,7.8,519.0,Drama Action Crime Português TheWeinsteinCompany ZazenProduções EstúdiosMega QuantaCentrodeProduçõesCinematográficas CostaFilms Posto9 FeijãoFilmes UniversalPicturesdoBrasil WagnerMoura CaioJunqueira AndréRamiro MilhemCortaz FernandaMachado MariaRibeiro FábioLago ErickOliveira MarceloEscorel RobertaSantiago JoséPadilha
13363,9.29906,2007-06-10,0.0,87.0,The Man from Earth,7.7,696.0,ScienceFiction Drama English FallingSkyEntertainment DavidLeeSmith TonyTodd JohnBillingsley EllenCrawford AnnikaPeterson AlexisThorpe WilliamKatt RichardRiehle StevenLittles ChaseSprague RobbieBryan RichardSchenkman
1620,13.765241,2007-11-21,99965753.0,89.0,Hitman,5.9,982.0,Action Crime Drama Thriller English Pусский Srpski TwentiethCenturyFoxFilmCorporation DuneEntertainment AnkaFilm EuropaCorp DaybreakProductions PrimeUniverseProductions TimothyOlyphant DougrayScott OlgaKurylenko RobertKnepper UlrichThomsen HenryIanCusick MichaelOffei ChristianErickson EriqEbouaney JoeSheridan JamesFaulkner XavierGens
6477,11.805233,2007-12-13,361366633.0,92.0,Alvin and the Chipmunks,5.5,1212.0,Comedy Music Family Fantasy Animation English Español Français 日本語 DuneEntertainment RegencyEnterprises Fox2000Pictures BagdasarianProductions JasonLee DavidCross CameronRichardson JaneLynch JustinLong MatthewGrayGubler JesseMcCartney VeronicaAlicino AllisonKarman TiaraParker KiraVerrastro BethRiesgraf AdrianeLenox DonTiffany FrankMaharajh KevinSymons TimHill
6637,12.854373,2007-12-13,457363168.0,124.0,National Treasure: Book of Secrets,6.1,1782.0,Action Adventure Mystery Thriller Latin English Français WaltDisneyPictures JerryBruckheimerFilms SaturnFilms JunctionEntertainment SparklerEntertainment NT2Productions NicolasCage JonVoight HarveyKeitel EdHarris DianeKruger JustinBartha HelenMirren BruceGreenwood TyBurrell AlbertHall JoelGretsch RandyTravis ChristianCamargo MichaelMaize TimothyV.Murphy AliciaCoppola ArmandoRiesco BrentBriscoe WilliamBrent MichaelManuel BradRowe TroyWinbush BillyDevlin RichardCutting ZacharyGordon PeterWoodward OliverMuirhead LarryCedar AliciaLeighWillis RachelCoraWood LisaMarieSheldon NatalieDreyfuss MichaelStoneForrest DavidE.Goodman SusanLynskey PatriciaDiZebba GrantThompson FrankHerzog EricCarlson EmersonBrooks TimTalman StephenHibbert EmilyJoyce GlennBeck SusanBeresford DemetriGoritsas C.C.Smiff DavidUry PeterMiles BenHomewood MichaelMcCafferty HansGeorgStruhar JonTurteltaub
440,10.793324,2007-12-25,41797066.0,94.0,Aliens vs Predator: Requiem,4.9,758.0,Fantasy Action ScienceFiction Thriller Horror English TwentiethCenturyFoxFilmCorporation DuneEntertainment DavisEntertainment BrandywineProductions StevenPasquale ReikoAylesworth JohnOrtiz ArielGade SamTrammell KristenHager RobertJoy DavidPaetkau TomWoodruffJr. IanWhyte ChelahHorsdal MeshachPeters MattWard GinaHolden KurtMaxRunte LiamJames TyOlsson JohnnyLewis CatherineLoughHaggquist RekhaSharma VictoriaBidewell MichalSuchánek DavidHornsby ChrisWilliamMartin JamesChutter FrançoiseYip JuanRiedinger TimPerez DaliasBlake RainbowFrancks TimHenry TomMcBeath AnthonyHarrison LloydBerry RyanRobbins CurtisCaravaggio GlenBrkich AdrianHough Jay-LynGreen LiliWexu ColinStrause GregStrause
8329,8.504511,2007-04-10,30448000.0,78.0,[REC],7.1,954.0,Horror Mystery 日本語 Español Filmax ManuelaVelasco FerranTerraza MarthaCarbonell DavidVert CarlosLasarte PabloRosso VicenteGil CarlosVicente JorgeYamam MaríaTeresaOrtega ManuelBronchud MariaLanau ClaudiaSilva JavierBotet BenTemple AkemiGoto KaoChen-Min AnaIsabelVelásquez JavierCoromina PepSais JaumeBalagueró PacoPlaza
2312,6.502566,2007-11-29,0.0,127.0,In the Name of the King: A Dungeon Siege Tale,4.1,227.0,Adventure Fantasy Action Drama English BollKinoBeteiligungsGmbH&Co.KG BrightlightPictures HeroldProductions JasonStatham JohnRhys-Davies RayLiotta LeeleeSobieski BurtReynolds RonPerlman BrianJ.White KristannaLoken MatthewLillard ClaireForlani MikeDopud TaniaSaulnier GabrielleRose TerenceKelly CarrieFleming EvaPadberg WillSanderson JacquelineAnnSteuart TravisMacDonald UweBoll
11908,8.956081,2006-04-27,0.0,83.0,Hatchet,5.7,161.0,Comedy Horror English ArieScopePictures JoelDavidMoore TamaraFeldman DeonRichmond KaneHodder MercedesMcNab ParryShen JoelMurray JoleighFioravanti RichardRiehle PatrikaDarbo RobertEnglund JoshuaLeonard TonyTodd JohnCarlBuechler RileahVanderbilt AdamGreen
